,Bedrijf,Maand nummer,Probability Maand,Dag nummer,Probability Dag,Uur nummer,Probability Uur
12548,Gefco Forwarding Benelux / IAA,3,1.0,5,1.0,20,0.1354900233057945
12549,Gefco Forwarding Benelux / IAA,3,1.0,5,1.0,21,0.0461636277974292
12550,Gefco Forwarding Benelux / IAA,3,1.0,5,1.0,22,0.0106196064569011
12551,Gefco Forwarding Benelux / IAA,3,1.0,5,1.0,23,0.0
12552,Gefco Forwarding Benelux / IAA,3,1.0,6,1.0,0,0.0
12553,Gefco Forwarding Benelux / IAA,3,1.0,6,1.0,1,0.0
12554,Gefco Forwarding Benelux / IAA,3,1.0,6,1.0,2,0.0180718626981917
12555,Gefco Forwarding Benelux / IAA,3,1.0,6,1.0,3,0.0156632113529111
12556,Gefco Forwarding Benelux / IAA,3,1.0,6,1.0,4,0.0132289126513726
12557,Gefco Forwarding Benelux / IAA,3,1.0,6,1.0,5,0.0282064441029714
12558,Gefco Forwarding Benelux / IAA,3,1.0,6,1.0,6,0.0086872455444295
12559,Gefco Forwarding Benelux / IAA,3,1.0,6,1.0,7,0.0046999605827403
12560,Gefco Forwarding Benelux / IAA,3,1.0,6,1.0,8,0.0036178833712256
12561,Gefco Forwarding Benelux / IAA,3,1.0,6,1.0,9,0.0039502997997184
12562,Gefco Forwarding Benelux / IAA,3,1.0,6,1.0,10,0.0143229565887786
12563,Gefco Forwarding Benelux / IAA,3,1.0,6,1.0,11,0.0011337374650254
12564,Gefco Forwarding Benelux / IAA,3,1.0,6,1.0,12,0.0071291270542272
12565,Gefco Forwarding Benelux / IAA,3,1.0,6,1.0,13,0.0343583830891204
12566,Gefco Forwarding Benelux / IAA,3,1.0,6,1.0,14,0.0099048220781301
12567,Gefco Forwarding Benelux / IAA,3,1.0,6,1.0,15,0.0632457822174093
12568,Gefco Forwarding Benelux / IAA,3,1.0,6,1.0,16,0.0823746584294746
12569,Gefco Forwarding Benelux / IAA,3,1.0,6,1.0,17,0.1808468685048946
12570,Gefco Forwarding Benelux / IAA,3,1.0,6,1.0,18,0.2128328172573408
12571,Gefco Forwarding Benelux / IAA,3,1.0,6,1.0,19,0.1054517696519128
12572,Gefco Forwarding Benelux / IAA,3,1.0,6,1.0,20,0.1354900233057945
12573,Gefco Forwarding Benelux / IAA,3,1.0,6,1.0,21,0.0461636277974292
12574,Gefco Forwarding Benelux / IAA,3,1.0,6,1.0,22,0.0106196064569011
12575,Gefco Forwarding Benelux / IAA,3,1.0,6,1.0,23,0.0
12576,Gefco Forwarding Benelux / IAA,3,1.0,7,1.0,0,0.0
12577,Gefco Forwarding Benelux / IAA,3,1.0,7,1.0,1,0.0
12578,Gefco Forwarding Benelux / IAA,3,1.0,7,1.0,2,0.0180718626981917
12579,Gefco Forwarding Benelux / IAA,3,1.0,7,1.0,3,0.0156632113529111
12580,Gefco Forwarding Benelux / IAA,3,1.0,7,1.0,4,0.0132289126513726
12581,Gefco Forwarding Benelux / IAA,3,1.0,7,1.0,5,0.0282064441029714
12582,Gefco Forwarding Benelux / IAA,3,1.0,7,1.0,6,0.0086872455444295
12583,Gefco Forwarding Benelux / IAA,3,1.0,7,1.0,7,0.0046999605827403
12584,Gefco Forwarding Benelux / IAA,3,1.0,7,1.0,8,0.0036178833712256
12585,Gefco Forwarding Benelux / IAA,3,1.0,7,1.0,9,0.0039502997997184
12586,Gefco Forwarding Benelux / IAA,3,1.0,7,1.0,10,0.0143229565887786
12587,Gefco Forwarding Benelux / IAA,3,1.0,7,1.0,11,0.0011337374650254
12588,Gefco Forwarding Benelux / IAA,3,1.0,7,1.0,12,0.0071291270542272
12589,Gefco Forwarding Benelux / IAA,3,1.0,7,1.0,13,0.0343583830891204
12590,Gefco Forwarding Benelux / IAA,3,1.0,7,1.0,14,0.0099048220781301
12591,Gefco Forwarding Benelux / IAA,3,1.0,7,1.0,15,0.0632457822174093
12592,Gefco Forwarding Benelux / IAA,3,1.0,7,1.0,16,0.0823746584294746
12593,Gefco Forwarding Benelux / IAA,3,1.0,7,1.0,17,0.1808468685048946
12594,Gefco Forwarding Benelux / IAA,3,1.0,7,1.0,18,0.2128328172573408
12595,Gefco Forwarding Benelux / IAA,3,1.0,7,1.0,19,0.1054517696519128
12596,Gefco Forwarding Benelux / IAA,3,1.0,7,1.0,20,0.1354900233057945
12597,Gefco Forwarding Benelux / IAA,3,1.0,7,1.0,21,0.0461636277974292
12598,Gefco Forwarding Benelux / IAA,3,1.0,7,1.0,22,0.0106196064569011
12599,Gefco Forwarding Benelux / IAA,3,1.0,7,1.0,23,0.0
12600,Gefco Forwarding Benelux / IAA,4,1.0,1,1.0,0,0.0
12601,Gefco Forwarding Benelux / IAA,4,1.0,1,1.0,1,0.0
12602,Gefco Forwarding Benelux / IAA,4,1.0,1,1.0,2,0.0180718626981917
12603,Gefco Forwarding Benelux / IAA,4,1.0,1,1.0,3,0.0156632113529111
12604,Gefco Forwarding Benelux / IAA,4,1.0,1,1.0,4,0.0132289126513726
12605,Gefco Forwarding Benelux / IAA,4,1.0,1,1.0,5,0.0282064441029714
12606,Gefco Forwarding Benelux / IAA,4,1.0,1,1.0,6,0.0086872455444295
12607,Gefco Forwarding Benelux / IAA,4,1.0,1,1.0,7,0.0046999605827403
12608,Gefco Forwarding Benelux / IAA,4,1.0,1,1.0,8,0.0036178833712256
12609,Gefco Forwarding Benelux / IAA,4,1.0,1,1.0,9,0.0039502997997184
12610,Gefco Forwarding Benelux / IAA,4,1.0,1,1.0,10,0.0143229565887786
12611,Gefco Forwarding Benelux / IAA,4,1.0,1,1.0,11,0.0011337374650254
12612,Gefco Forwarding Benelux / IAA,4,1.0,1,1.0,12,0.0071291270542272
12613,Gefco Forwarding Benelux / IAA,4,1.0,1,1.0,13,0.0343583830891204
12614,Gefco Forwarding Benelux / IAA,4,1.0,1,1.0,14,0.0099048220781301
12615,Gefco Forwarding Benelux / IAA,4,1.0,1,1.0,15,0.0632457822174093
12616,Gefco Forwarding Benelux / IAA,4,1.0,1,1.0,16,0.0823746584294746
12617,Gefco Forwarding Benelux / IAA,4,1.0,1,1.0,17,0.1808468685048946
12618,Gefco Forwarding Benelux / IAA,4,1.0,1,1.0,18,0.2128328172573408
12619,Gefco Forwarding Benelux / IAA,4,1.0,1,1.0,19,0.1054517696519128
12620,Gefco Forwarding Benelux / IAA,4,1.0,1,1.0,20,0.1354900233057945
12621,Gefco Forwarding Benelux / IAA,4,1.0,1,1.0,21,0.0461636277974292
12622,Gefco Forwarding Benelux / IAA,4,1.0,1,1.0,22,0.0106196064569011
12623,Gefco Forwarding Benelux / IAA,4,1.0,1,1.0,23,0.0
12624,Gefco Forwarding Benelux / IAA,4,1.0,2,1.0,0,0.0
12625,Gefco Forwarding Benelux / IAA,4,1.0,2,1.0,1,0.0
12626,Gefco Forwarding Benelux / IAA,4,1.0,2,1.0,2,0.0180718626981917
12627,Gefco Forwarding Benelux / IAA,4,1.0,2,1.0,3,0.0156632113529111
12628,Gefco Forwarding Benelux / IAA,4,1.0,2,1.0,4,0.0132289126513726
12629,Gefco Forwarding Benelux / IAA,4,1.0,2,1.0,5,0.0282064441029714
12630,Gefco Forwarding Benelux / IAA,4,1.0,2,1.0,6,0.0086872455444295
12631,Gefco Forwarding Benelux / IAA,4,1.0,2,1.0,7,0.0046999605827403
12632,Gefco Forwarding Benelux / IAA,4,1.0,2,1.0,8,0.0036178833712256
12633,Gefco Forwarding Benelux / IAA,4,1.0,2,1.0,9,0.0039502997997184
12634,Gefco Forwarding Benelux / IAA,4,1.0,2,1.0,10,0.0143229565887786
12635,Gefco Forwarding Benelux / IAA,4,1.0,2,1.0,11,0.0011337374650254
12636,Gefco Forwarding Benelux / IAA,4,1.0,2,1.0,12,0.0071291270542272
12637,Gefco Forwarding Benelux / IAA,4,1.0,2,1.0,13,0.0343583830891204
12638,Gefco Forwarding Benelux / IAA,4,1.0,2,1.0,14,0.0099048220781301
12639,Gefco Forwarding Benelux / IAA,4,1.0,2,1.0,15,0.0632457822174093
12640,Gefco Forwarding Benelux / IAA,4,1.0,2,1.0,16,0.0823746584294746
12641,Gefco Forwarding Benelux / IAA,4,1.0,2,1.0,17,0.1808468685048946
12642,Gefco Forwarding Benelux / IAA,4,1.0,2,1.0,18,0.2128328172573408
12643,Gefco Forwarding Benelux / IAA,4,1.0,2,1.0,19,0.1054517696519128
12644,Gefco Forwarding Benelux / IAA,4,1.0,2,1.0,20,0.1354900233057945
12645,Gefco Forwarding Benelux / IAA,4,1.0,2,1.0,21,0.0461636277974292
12646,Gefco Forwarding Benelux / IAA,4,1.0,2,1.0,22,0.0106196064569011
12647,Gefco Forwarding Benelux / IAA,4,1.0,2,1.0,23,0.0
12648,Gefco Forwarding Benelux / IAA,4,1.0,3,1.0,0,0.0
12649,Gefco Forwarding Benelux / IAA,4,1.0,3,1.0,1,0.0
12650,Gefco Forwarding Benelux / IAA,4,1.0,3,1.0,2,0.0180718626981917
12651,Gefco Forwarding Benelux / IAA,4,1.0,3,1.0,3,0.0156632113529111
12652,Gefco Forwarding Benelux / IAA,4,1.0,3,1.0,4,0.0132289126513726
12653,Gefco Forwarding Benelux / IAA,4,1.0,3,1.0,5,0.0282064441029714
12654,Gefco Forwarding Benelux / IAA,4,1.0,3,1.0,6,0.0086872455444295
12655,Gefco Forwarding Benelux / IAA,4,1.0,3,1.0,7,0.0046999605827403
12656,Gefco Forwarding Benelux / IAA,4,1.0,3,1.0,8,0.0036178833712256
12657,Gefco Forwarding Benelux / IAA,4,1.0,3,1.0,9,0.0039502997997184
12658,Gefco Forwarding Benelux / IAA,4,1.0,3,1.0,10,0.0143229565887786
12659,Gefco Forwarding Benelux / IAA,4,1.0,3,1.0,11,0.0011337374650254
12660,Gefco Forwarding Benelux / IAA,4,1.0,3,1.0,12,0.0071291270542272
12661,Gefco Forwarding Benelux / IAA,4,1.0,3,1.0,13,0.0343583830891204
12662,Gefco Forwarding Benelux / IAA,4,1.0,3,1.0,14,0.0099048220781301
12663,Gefco Forwarding Benelux / IAA,4,1.0,3,1.0,15,0.0632457822174093
12664,Gefco Forwarding Benelux / IAA,4,1.0,3,1.0,16,0.0823746584294746
12665,Gefco Forwarding Benelux / IAA,4,1.0,3,1.0,17,0.1808468685048946
12666,Gefco Forwarding Benelux / IAA,4,1.0,3,1.0,18,0.2128328172573408
12667,Gefco Forwarding Benelux / IAA,4,1.0,3,1.0,19,0.1054517696519128
12668,Gefco Forwarding Benelux / IAA,4,1.0,3,1.0,20,0.1354900233057945
12669,Gefco Forwarding Benelux / IAA,4,1.0,3,1.0,21,0.0461636277974292
12670,Gefco Forwarding Benelux / IAA,4,1.0,3,1.0,22,0.0106196064569011
12671,Gefco Forwarding Benelux / IAA,4,1.0,3,1.0,23,0.0
12672,Gefco Forwarding Benelux / IAA,4,1.0,4,1.0,0,0.0
12673,Gefco Forwarding Benelux / IAA,4,1.0,4,1.0,1,0.0
12674,Gefco Forwarding Benelux / IAA,4,1.0,4,1.0,2,0.0180718626981917
12675,Gefco Forwarding Benelux / IAA,4,1.0,4,1.0,3,0.0156632113529111
12676,Gefco Forwarding Benelux / IAA,4,1.0,4,1.0,4,0.0132289126513726
12677,Gefco Forwarding Benelux / IAA,4,1.0,4,1.0,5,0.0282064441029714
12678,Gefco Forwarding Benelux / IAA,4,1.0,4,1.0,6,0.0086872455444295
12679,Gefco Forwarding Benelux / IAA,4,1.0,4,1.0,7,0.0046999605827403
12680,Gefco Forwarding Benelux / IAA,4,1.0,4,1.0,8,0.0036178833712256
12681,Gefco Forwarding Benelux / IAA,4,1.0,4,1.0,9,0.0039502997997184
12682,Gefco Forwarding Benelux / IAA,4,1.0,4,1.0,10,0.0143229565887786
12683,Gefco Forwarding Benelux / IAA,4,1.0,4,1.0,11,0.0011337374650254
12684,Gefco Forwarding Benelux / IAA,4,1.0,4,1.0,12,0.0071291270542272
12685,Gefco Forwarding Benelux / IAA,4,1.0,4,1.0,13,0.0343583830891204
12686,Gefco Forwarding Benelux / IAA,4,1.0,4,1.0,14,0.0099048220781301
12687,Gefco Forwarding Benelux / IAA,4,1.0,4,1.0,15,0.0632457822174093
12688,Gefco Forwarding Benelux / IAA,4,1.0,4,1.0,16,0.0823746584294746
12689,Gefco Forwarding Benelux / IAA,4,1.0,4,1.0,17,0.1808468685048946
12690,Gefco Forwarding Benelux / IAA,4,1.0,4,1.0,18,0.2128328172573408
12691,Gefco Forwarding Benelux / IAA,4,1.0,4,1.0,19,0.1054517696519128
12692,Gefco Forwarding Benelux / IAA,4,1.0,4,1.0,20,0.1354900233057945
12693,Gefco Forwarding Benelux / IAA,4,1.0,4,1.0,21,0.0461636277974292
12694,Gefco Forwarding Benelux / IAA,4,1.0,4,1.0,22,0.0106196064569011
12695,Gefco Forwarding Benelux / IAA,4,1.0,4,1.0,23,0.0
12696,Gefco Forwarding Benelux / IAA,4,1.0,5,1.0,0,0.0
12697,Gefco Forwarding Benelux / IAA,4,1.0,5,1.0,1,0.0
12698,Gefco Forwarding Benelux / IAA,4,1.0,5,1.0,2,0.0180718626981917
12699,Gefco Forwarding Benelux / IAA,4,1.0,5,1.0,3,0.0156632113529111
12700,Gefco Forwarding Benelux / IAA,4,1.0,5,1.0,4,0.0132289126513726
12701,Gefco Forwarding Benelux / IAA,4,1.0,5,1.0,5,0.0282064441029714
12702,Gefco Forwarding Benelux / IAA,4,1.0,5,1.0,6,0.0086872455444295
12703,Gefco Forwarding Benelux / IAA,4,1.0,5,1.0,7,0.0046999605827403
12704,Gefco Forwarding Benelux / IAA,4,1.0,5,1.0,8,0.0036178833712256
12705,Gefco Forwarding Benelux / IAA,4,1.0,5,1.0,9,0.0039502997997184
12706,Gefco Forwarding Benelux / IAA,4,1.0,5,1.0,10,0.0143229565887786
12707,Gefco Forwarding Benelux / IAA,4,1.0,5,1.0,11,0.0011337374650254
12708,Gefco Forwarding Benelux / IAA,4,1.0,5,1.0,12,0.0071291270542272
12709,Gefco Forwarding Benelux / IAA,4,1.0,5,1.0,13,0.0343583830891204
12710,Gefco Forwarding Benelux / IAA,4,1.0,5,1.0,14,0.0099048220781301
12711,Gefco Forwarding Benelux / IAA,4,1.0,5,1.0,15,0.0632457822174093
12712,Gefco Forwarding Benelux / IAA,4,1.0,5,1.0,16,0.0823746584294746
12713,Gefco Forwarding Benelux / IAA,4,1.0,5,1.0,17,0.1808468685048946
12714,Gefco Forwarding Benelux / IAA,4,1.0,5,1.0,18,0.2128328172573408
12715,Gefco Forwarding Benelux / IAA,4,1.0,5,1.0,19,0.1054517696519128
12716,Gefco Forwarding Benelux / IAA,4,1.0,5,1.0,20,0.1354900233057945
12717,Gefco Forwarding Benelux / IAA,4,1.0,5,1.0,21,0.0461636277974292
12718,Gefco Forwarding Benelux / IAA,4,1.0,5,1.0,22,0.0106196064569011
12719,Gefco Forwarding Benelux / IAA,4,1.0,5,1.0,23,0.0
12720,Gefco Forwarding Benelux / IAA,4,1.0,6,1.0,0,0.0
12721,Gefco Forwarding Benelux / IAA,4,1.0,6,1.0,1,0.0
12722,Gefco Forwarding Benelux / IAA,4,1.0,6,1.0,2,0.0180718626981917
12723,Gefco Forwarding Benelux / IAA,4,1.0,6,1.0,3,0.0156632113529111
12724,Gefco Forwarding Benelux / IAA,4,1.0,6,1.0,4,0.0132289126513726
12725,Gefco Forwarding Benelux / IAA,4,1.0,6,1.0,5,0.0282064441029714
12726,Gefco Forwarding Benelux / IAA,4,1.0,6,1.0,6,0.0086872455444295
12727,Gefco Forwarding Benelux / IAA,4,1.0,6,1.0,7,0.0046999605827403
12728,Gefco Forwarding Benelux / IAA,4,1.0,6,1.0,8,0.0036178833712256
12729,Gefco Forwarding Benelux / IAA,4,1.0,6,1.0,9,0.0039502997997184
12730,Gefco Forwarding Benelux / IAA,4,1.0,6,1.0,10,0.0143229565887786
12731,Gefco Forwarding Benelux / IAA,4,1.0,6,1.0,11,0.0011337374650254
12732,Gefco Forwarding Benelux / IAA,4,1.0,6,1.0,12,0.0071291270542272
12733,Gefco Forwarding Benelux / IAA,4,1.0,6,1.0,13,0.0343583830891204
12734,Gefco Forwarding Benelux / IAA,4,1.0,6,1.0,14,0.0099048220781301
12735,Gefco Forwarding Benelux / IAA,4,1.0,6,1.0,15,0.0632457822174093
12736,Gefco Forwarding Benelux / IAA,4,1.0,6,1.0,16,0.0823746584294746
12737,Gefco Forwarding Benelux / IAA,4,1.0,6,1.0,17,0.1808468685048946
12738,Gefco Forwarding Benelux / IAA,4,1.0,6,1.0,18,0.2128328172573408
12739,Gefco Forwarding Benelux / IAA,4,1.0,6,1.0,19,0.1054517696519128
12740,Gefco Forwarding Benelux / IAA,4,1.0,6,1.0,20,0.1354900233057945
12741,Gefco Forwarding Benelux / IAA,4,1.0,6,1.0,21,0.0461636277974292
12742,Gefco Forwarding Benelux / IAA,4,1.0,6,1.0,22,0.0106196064569011
12743,Gefco Forwarding Benelux / IAA,4,1.0,6,1.0,23,0.0
12744,Gefco Forwarding Benelux / IAA,4,1.0,7,1.0,0,0.0
12745,Gefco Forwarding Benelux / IAA,4,1.0,7,1.0,1,0.0
12746,Gefco Forwarding Benelux / IAA,4,1.0,7,1.0,2,0.0180718626981917
12747,Gefco Forwarding Benelux / IAA,4,1.0,7,1.0,3,0.0156632113529111
12748,Gefco Forwarding Benelux / IAA,4,1.0,7,1.0,4,0.0132289126513726
12749,Gefco Forwarding Benelux / IAA,4,1.0,7,1.0,5,0.0282064441029714
12750,Gefco Forwarding Benelux / IAA,4,1.0,7,1.0,6,0.0086872455444295
12751,Gefco Forwarding Benelux / IAA,4,1.0,7,1.0,7,0.0046999605827403
12752,Gefco Forwarding Benelux / IAA,4,1.0,7,1.0,8,0.0036178833712256
12753,Gefco Forwarding Benelux / IAA,4,1.0,7,1.0,9,0.0039502997997184
12754,Gefco Forwarding Benelux / IAA,4,1.0,7,1.0,10,0.0143229565887786
12755,Gefco Forwarding Benelux / IAA,4,1.0,7,1.0,11,0.0011337374650254
12756,Gefco Forwarding Benelux / IAA,4,1.0,7,1.0,12,0.0071291270542272
12757,Gefco Forwarding Benelux / IAA,4,1.0,7,1.0,13,0.0343583830891204
12758,Gefco Forwarding Benelux / IAA,4,1.0,7,1.0,14,0.0099048220781301
12759,Gefco Forwarding Benelux / IAA,4,1.0,7,1.0,15,0.0632457822174093
12760,Gefco Forwarding Benelux / IAA,4,1.0,7,1.0,16,0.0823746584294746
12761,Gefco Forwarding Benelux / IAA,4,1.0,7,1.0,17,0.1808468685048946
12762,Gefco Forwarding Benelux / IAA,4,1.0,7,1.0,18,0.2128328172573408
12763,Gefco Forwarding Benelux / IAA,4,1.0,7,1.0,19,0.1054517696519128
12764,Gefco Forwarding Benelux / IAA,4,1.0,7,1.0,20,0.1354900233057945
12765,Gefco Forwarding Benelux / IAA,4,1.0,7,1.0,21,0.0461636277974292
12766,Gefco Forwarding Benelux / IAA,4,1.0,7,1.0,22,0.0106196064569011
12767,Gefco Forwarding Benelux / IAA,4,1.0,7,1.0,23,0.0
12768,Gefco Forwarding Benelux / IAA,5,1.0,1,1.0,0,0.0
12769,Gefco Forwarding Benelux / IAA,5,1.0,1,1.0,1,0.0
12770,Gefco Forwarding Benelux / IAA,5,1.0,1,1.0,2,0.0180718626981917
12771,Gefco Forwarding Benelux / IAA,5,1.0,1,1.0,3,0.0156632113529111
12772,Gefco Forwarding Benelux / IAA,5,1.0,1,1.0,4,0.0132289126513726
12773,Gefco Forwarding Benelux / IAA,5,1.0,1,1.0,5,0.0282064441029714
12774,Gefco Forwarding Benelux / IAA,5,1.0,1,1.0,6,0.0086872455444295
12775,Gefco Forwarding Benelux / IAA,5,1.0,1,1.0,7,0.0046999605827403
12776,Gefco Forwarding Benelux / IAA,5,1.0,1,1.0,8,0.0036178833712256
12777,Gefco Forwarding Benelux / IAA,5,1.0,1,1.0,9,0.0039502997997184
12778,Gefco Forwarding Benelux / IAA,5,1.0,1,1.0,10,0.0143229565887786
12779,Gefco Forwarding Benelux / IAA,5,1.0,1,1.0,11,0.0011337374650254
12780,Gefco Forwarding Benelux / IAA,5,1.0,1,1.0,12,0.0071291270542272
12781,Gefco Forwarding Benelux / IAA,5,1.0,1,1.0,13,0.0343583830891204
12782,Gefco Forwarding Benelux / IAA,5,1.0,1,1.0,14,0.0099048220781301
12783,Gefco Forwarding Benelux / IAA,5,1.0,1,1.0,15,0.0632457822174093
12784,Gefco Forwarding Benelux / IAA,5,1.0,1,1.0,16,0.0823746584294746
12785,Gefco Forwarding Benelux / IAA,5,1.0,1,1.0,17,0.1808468685048946
12786,Gefco Forwarding Benelux / IAA,5,1.0,1,1.0,18,0.2128328172573408
12787,Gefco Forwarding Benelux / IAA,5,1.0,1,1.0,19,0.1054517696519128
12788,Gefco Forwarding Benelux / IAA,5,1.0,1,1.0,20,0.1354900233057945
12789,Gefco Forwarding Benelux / IAA,5,1.0,1,1.0,21,0.0461636277974292
12790,Gefco Forwarding Benelux / IAA,5,1.0,1,1.0,22,0.0106196064569011
12791,Gefco Forwarding Benelux / IAA,5,1.0,1,1.0,23,0.0
12792,Gefco Forwarding Benelux / IAA,5,1.0,2,1.0,0,0.0
12793,Gefco Forwarding Benelux / IAA,5,1.0,2,1.0,1,0.0
12794,Gefco Forwarding Benelux / IAA,5,1.0,2,1.0,2,0.0180718626981917
12795,Gefco Forwarding Benelux / IAA,5,1.0,2,1.0,3,0.0156632113529111
12796,Gefco Forwarding Benelux / IAA,5,1.0,2,1.0,4,0.0132289126513726
12797,Gefco Forwarding Benelux / IAA,5,1.0,2,1.0,5,0.0282064441029714
12798,Gefco Forwarding Benelux / IAA,5,1.0,2,1.0,6,0.0086872455444295
12799,Gefco Forwarding Benelux / IAA,5,1.0,2,1.0,7,0.0046999605827403
12800,Gefco Forwarding Benelux / IAA,5,1.0,2,1.0,8,0.0036178833712256
12801,Gefco Forwarding Benelux / IAA,5,1.0,2,1.0,9,0.0039502997997184
12802,Gefco Forwarding Benelux / IAA,5,1.0,2,1.0,10,0.0143229565887786
12803,Gefco Forwarding Benelux / IAA,5,1.0,2,1.0,11,0.0011337374650254
12804,Gefco Forwarding Benelux / IAA,5,1.0,2,1.0,12,0.0071291270542272
12805,Gefco Forwarding Benelux / IAA,5,1.0,2,1.0,13,0.0343583830891204
12806,Gefco Forwarding Benelux / IAA,5,1.0,2,1.0,14,0.0099048220781301
12807,Gefco Forwarding Benelux / IAA,5,1.0,2,1.0,15,0.0632457822174093
12808,Gefco Forwarding Benelux / IAA,5,1.0,2,1.0,16,0.0823746584294746
12809,Gefco Forwarding Benelux / IAA,5,1.0,2,1.0,17,0.1808468685048946
12810,Gefco Forwarding Benelux / IAA,5,1.0,2,1.0,18,0.2128328172573408
12811,Gefco Forwarding Benelux / IAA,5,1.0,2,1.0,19,0.1054517696519128
12812,Gefco Forwarding Benelux / IAA,5,1.0,2,1.0,20,0.1354900233057945
12813,Gefco Forwarding Benelux / IAA,5,1.0,2,1.0,21,0.0461636277974292
12814,Gefco Forwarding Benelux / IAA,5,1.0,2,1.0,22,0.0106196064569011
12815,Gefco Forwarding Benelux / IAA,5,1.0,2,1.0,23,0.0
12816,Gefco Forwarding Benelux / IAA,5,1.0,3,1.0,0,0.0
12817,Gefco Forwarding Benelux / IAA,5,1.0,3,1.0,1,0.0
12818,Gefco Forwarding Benelux / IAA,5,1.0,3,1.0,2,0.0180718626981917
12819,Gefco Forwarding Benelux / IAA,5,1.0,3,1.0,3,0.0156632113529111
12820,Gefco Forwarding Benelux / IAA,5,1.0,3,1.0,4,0.0132289126513726
12821,Gefco Forwarding Benelux / IAA,5,1.0,3,1.0,5,0.0282064441029714
12822,Gefco Forwarding Benelux / IAA,5,1.0,3,1.0,6,0.0086872455444295
12823,Gefco Forwarding Benelux / IAA,5,1.0,3,1.0,7,0.0046999605827403
12824,Gefco Forwarding Benelux / IAA,5,1.0,3,1.0,8,0.0036178833712256
12825,Gefco Forwarding Benelux / IAA,5,1.0,3,1.0,9,0.0039502997997184
12826,Gefco Forwarding Benelux / IAA,5,1.0,3,1.0,10,0.0143229565887786
12827,Gefco Forwarding Benelux / IAA,5,1.0,3,1.0,11,0.0011337374650254
12828,Gefco Forwarding Benelux / IAA,5,1.0,3,1.0,12,0.0071291270542272
12829,Gefco Forwarding Benelux / IAA,5,1.0,3,1.0,13,0.0343583830891204
12830,Gefco Forwarding Benelux / IAA,5,1.0,3,1.0,14,0.0099048220781301
12831,Gefco Forwarding Benelux / IAA,5,1.0,3,1.0,15,0.0632457822174093
12832,Gefco Forwarding Benelux / IAA,5,1.0,3,1.0,16,0.0823746584294746
12833,Gefco Forwarding Benelux / IAA,5,1.0,3,1.0,17,0.1808468685048946
12834,Gefco Forwarding Benelux / IAA,5,1.0,3,1.0,18,0.2128328172573408
12835,Gefco Forwarding Benelux / IAA,5,1.0,3,1.0,19,0.1054517696519128
12836,Gefco Forwarding Benelux / IAA,5,1.0,3,1.0,20,0.1354900233057945
12837,Gefco Forwarding Benelux / IAA,5,1.0,3,1.0,21,0.0461636277974292
12838,Gefco Forwarding Benelux / IAA,5,1.0,3,1.0,22,0.0106196064569011
12839,Gefco Forwarding Benelux / IAA,5,1.0,3,1.0,23,0.0
12840,Gefco Forwarding Benelux / IAA,5,1.0,4,1.0,0,0.0
12841,Gefco Forwarding Benelux / IAA,5,1.0,4,1.0,1,0.0
12842,Gefco Forwarding Benelux / IAA,5,1.0,4,1.0,2,0.0180718626981917
12843,Gefco Forwarding Benelux / IAA,5,1.0,4,1.0,3,0.0156632113529111
12844,Gefco Forwarding Benelux / IAA,5,1.0,4,1.0,4,0.0132289126513726
12845,Gefco Forwarding Benelux / IAA,5,1.0,4,1.0,5,0.0282064441029714
12846,Gefco Forwarding Benelux / IAA,5,1.0,4,1.0,6,0.0086872455444295
12847,Gefco Forwarding Benelux / IAA,5,1.0,4,1.0,7,0.0046999605827403
12848,Gefco Forwarding Benelux / IAA,5,1.0,4,1.0,8,0.0036178833712256
12849,Gefco Forwarding Benelux / IAA,5,1.0,4,1.0,9,0.0039502997997184
12850,Gefco Forwarding Benelux / IAA,5,1.0,4,1.0,10,0.0143229565887786
12851,Gefco Forwarding Benelux / IAA,5,1.0,4,1.0,11,0.0011337374650254
12852,Gefco Forwarding Benelux / IAA,5,1.0,4,1.0,12,0.0071291270542272
12853,Gefco Forwarding Benelux / IAA,5,1.0,4,1.0,13,0.0343583830891204
12854,Gefco Forwarding Benelux / IAA,5,1.0,4,1.0,14,0.0099048220781301
12855,Gefco Forwarding Benelux / IAA,5,1.0,4,1.0,15,0.0632457822174093
12856,Gefco Forwarding Benelux / IAA,5,1.0,4,1.0,16,0.0823746584294746
12857,Gefco Forwarding Benelux / IAA,5,1.0,4,1.0,17,0.1808468685048946
12858,Gefco Forwarding Benelux / IAA,5,1.0,4,1.0,18,0.2128328172573408
12859,Gefco Forwarding Benelux / IAA,5,1.0,4,1.0,19,0.1054517696519128
12860,Gefco Forwarding Benelux / IAA,5,1.0,4,1.0,20,0.1354900233057945
12861,Gefco Forwarding Benelux / IAA,5,1.0,4,1.0,21,0.0461636277974292
12862,Gefco Forwarding Benelux / IAA,5,1.0,4,1.0,22,0.0106196064569011
12863,Gefco Forwarding Benelux / IAA,5,1.0,4,1.0,23,0.0
12864,Gefco Forwarding Benelux / IAA,5,1.0,5,1.0,0,0.0
12865,Gefco Forwarding Benelux / IAA,5,1.0,5,1.0,1,0.0
12866,Gefco Forwarding Benelux / IAA,5,1.0,5,1.0,2,0.0180718626981917
12867,Gefco Forwarding Benelux / IAA,5,1.0,5,1.0,3,0.0156632113529111
12868,Gefco Forwarding Benelux / IAA,5,1.0,5,1.0,4,0.0132289126513726
