,Bedrijf,Maand nummer,Probability Maand,Dag nummer,Probability Dag,Uur nummer,Probability Uur,Probability Uur Smart0,Probability Uur Smart1
4169,ICE Cobotics,1,1.0,6,1.0,17,0.1808468685048946,0.1033331111624174,0.0459530779725745
4170,ICE Cobotics,1,1.0,6,1.0,18,0.2128328172573408,0.1145514714949592,0.0528601305918386
4171,ICE Cobotics,1,1.0,6,1.0,19,0.1054517696519128,0.1160551972435952,0.0564736475626324
4172,ICE Cobotics,1,1.0,6,1.0,20,0.1354900233057945,0.1050459048650052,0.0590212586499389
4173,ICE Cobotics,1,1.0,6,1.0,21,0.0461636277974292,0.0848258000746033,0.060325033549769
4174,ICE Cobotics,1,1.0,6,1.0,22,0.0106196064569011,0.0604051187410707,0.0606424025951926
4175,ICE Cobotics,1,1.0,6,1.0,23,0.0,0.0410614397981484,0.0609691756841019
4176,ICE Cobotics,1,1.0,7,1.0,0,0.0,0.0223966530687821,0.0611542639966294
4177,ICE Cobotics,1,1.0,7,1.0,1,0.0,0.0107871822875869,0.0611021969756856
4178,ICE Cobotics,1,1.0,7,1.0,2,0.0180718626981917,0.0060539045546062,0.0606633968666052
4179,ICE Cobotics,1,1.0,7,1.0,3,0.0156632113529111,0.0026771435299667,0.0553967278069893
4180,ICE Cobotics,1,1.0,7,1.0,4,0.0132289126513726,0.0020852629229522,0.0490346341167014
4181,ICE Cobotics,1,1.0,7,1.0,5,0.0282064441029714,0.0034496836657509,0.0376537679887371
4182,ICE Cobotics,1,1.0,7,1.0,6,0.0086872455444295,0.00692848644751,0.0264883605304416
4183,ICE Cobotics,1,1.0,7,1.0,7,0.0046999605827403,0.0105236024264905,0.0227206168898645
4184,ICE Cobotics,1,1.0,7,1.0,8,0.0036178833712256,0.0108662610478809,0.0188339265506828
4185,ICE Cobotics,1,1.0,7,1.0,9,0.0039502997997184,0.0126673628875713,0.0197331597630458
4186,ICE Cobotics,1,1.0,7,1.0,10,0.0143229565887786,0.0119831020770995,0.0183634228992116
4187,ICE Cobotics,1,1.0,7,1.0,11,0.0011337374650254,0.0123293717762007,0.0184565987457109
4188,ICE Cobotics,1,1.0,7,1.0,12,0.0071291270542272,0.0240452156869825,0.023998181641239
4189,ICE Cobotics,1,1.0,7,1.0,13,0.0343583830891204,0.0386824502775727,0.029756531579905
4190,ICE Cobotics,1,1.0,7,1.0,14,0.0099048220781301,0.0492141392131922,0.0295573437956579
4191,ICE Cobotics,1,1.0,7,1.0,15,0.0632457822174093,0.0670233886430069,0.032480486491574
4192,ICE Cobotics,1,1.0,7,1.0,16,0.0823746584294746,0.0830087461070469,0.0383616567552697
4193,ICE Cobotics,1,1.0,7,1.0,17,0.1808468685048946,0.1033331111624174,0.0459530779725745
4194,ICE Cobotics,1,1.0,7,1.0,18,0.2128328172573408,0.1145514714949592,0.0528601305918386
4195,ICE Cobotics,1,1.0,7,1.0,19,0.1054517696519128,0.1160551972435952,0.0564736475626324
4196,ICE Cobotics,1,1.0,7,1.0,20,0.1354900233057945,0.1050459048650052,0.0590212586499389
4197,ICE Cobotics,1,1.0,7,1.0,21,0.0461636277974292,0.0848258000746033,0.060325033549769
4198,ICE Cobotics,1,1.0,7,1.0,22,0.0106196064569011,0.0604051187410707,0.0606424025951926
4199,ICE Cobotics,1,1.0,7,1.0,23,0.0,0.0410614397981484,0.0609691756841019
4200,ICE Cobotics,2,1.0,1,1.0,0,0.0,0.0223966530687821,0.0611542639966294
4201,ICE Cobotics,2,1.0,1,1.0,1,0.0,0.0107871822875869,0.0611021969756856
4202,ICE Cobotics,2,1.0,1,1.0,2,0.0180718626981917,0.0060539045546062,0.0606633968666052
4203,ICE Cobotics,2,1.0,1,1.0,3,0.0156632113529111,0.0026771435299667,0.0553967278069893
4204,ICE Cobotics,2,1.0,1,1.0,4,0.0132289126513726,0.0020852629229522,0.0490346341167014
4205,ICE Cobotics,2,1.0,1,1.0,5,0.0282064441029714,0.0034496836657509,0.0376537679887371
4206,ICE Cobotics,2,1.0,1,1.0,6,0.0086872455444295,0.00692848644751,0.0264883605304416
4207,ICE Cobotics,2,1.0,1,1.0,7,0.0046999605827403,0.0105236024264905,0.0227206168898645
4208,ICE Cobotics,2,1.0,1,1.0,8,0.0036178833712256,0.0108662610478809,0.0188339265506828
4209,ICE Cobotics,2,1.0,1,1.0,9,0.0039502997997184,0.0126673628875713,0.0197331597630458
4210,ICE Cobotics,2,1.0,1,1.0,10,0.0143229565887786,0.0119831020770995,0.0183634228992116
4211,ICE Cobotics,2,1.0,1,1.0,11,0.0011337374650254,0.0123293717762007,0.0184565987457109
4212,ICE Cobotics,2,1.0,1,1.0,12,0.0071291270542272,0.0240452156869825,0.023998181641239
4213,ICE Cobotics,2,1.0,1,1.0,13,0.0343583830891204,0.0386824502775727,0.029756531579905
4214,ICE Cobotics,2,1.0,1,1.0,14,0.0099048220781301,0.0492141392131922,0.0295573437956579
4215,ICE Cobotics,2,1.0,1,1.0,15,0.0632457822174093,0.0670233886430069,0.032480486491574
4216,ICE Cobotics,2,1.0,1,1.0,16,0.0823746584294746,0.0830087461070469,0.0383616567552697
4217,ICE Cobotics,2,1.0,1,1.0,17,0.1808468685048946,0.1033331111624174,0.0459530779725745
4218,ICE Cobotics,2,1.0,1,1.0,18,0.2128328172573408,0.1145514714949592,0.0528601305918386
4219,ICE Cobotics,2,1.0,1,1.0,19,0.1054517696519128,0.1160551972435952,0.0564736475626324
4220,ICE Cobotics,2,1.0,1,1.0,20,0.1354900233057945,0.1050459048650052,0.0590212586499389
4221,ICE Cobotics,2,1.0,1,1.0,21,0.0461636277974292,0.0848258000746033,0.060325033549769
4222,ICE Cobotics,2,1.0,1,1.0,22,0.0106196064569011,0.0604051187410707,0.0606424025951926
4223,ICE Cobotics,2,1.0,1,1.0,23,0.0,0.0410614397981484,0.0609691756841019
4224,ICE Cobotics,2,1.0,2,1.0,0,0.0,0.0223966530687821,0.0611542639966294
4225,ICE Cobotics,2,1.0,2,1.0,1,0.0,0.0107871822875869,0.0611021969756856
4226,ICE Cobotics,2,1.0,2,1.0,2,0.0180718626981917,0.0060539045546062,0.0606633968666052
4227,ICE Cobotics,2,1.0,2,1.0,3,0.0156632113529111,0.0026771435299667,0.0553967278069893
4228,ICE Cobotics,2,1.0,2,1.0,4,0.0132289126513726,0.0020852629229522,0.0490346341167014
4229,ICE Cobotics,2,1.0,2,1.0,5,0.0282064441029714,0.0034496836657509,0.0376537679887371
4230,ICE Cobotics,2,1.0,2,1.0,6,0.0086872455444295,0.00692848644751,0.0264883605304416
4231,ICE Cobotics,2,1.0,2,1.0,7,0.0046999605827403,0.0105236024264905,0.0227206168898645
4232,ICE Cobotics,2,1.0,2,1.0,8,0.0036178833712256,0.0108662610478809,0.0188339265506828
4233,ICE Cobotics,2,1.0,2,1.0,9,0.0039502997997184,0.0126673628875713,0.0197331597630458
4234,ICE Cobotics,2,1.0,2,1.0,10,0.0143229565887786,0.0119831020770995,0.0183634228992116
4235,ICE Cobotics,2,1.0,2,1.0,11,0.0011337374650254,0.0123293717762007,0.0184565987457109
4236,ICE Cobotics,2,1.0,2,1.0,12,0.0071291270542272,0.0240452156869825,0.023998181641239
4237,ICE Cobotics,2,1.0,2,1.0,13,0.0343583830891204,0.0386824502775727,0.029756531579905
4238,ICE Cobotics,2,1.0,2,1.0,14,0.0099048220781301,0.0492141392131922,0.0295573437956579
4239,ICE Cobotics,2,1.0,2,1.0,15,0.0632457822174093,0.0670233886430069,0.032480486491574
4240,ICE Cobotics,2,1.0,2,1.0,16,0.0823746584294746,0.0830087461070469,0.0383616567552697
4241,ICE Cobotics,2,1.0,2,1.0,17,0.1808468685048946,0.1033331111624174,0.0459530779725745
4242,ICE Cobotics,2,1.0,2,1.0,18,0.2128328172573408,0.1145514714949592,0.0528601305918386
4243,ICE Cobotics,2,1.0,2,1.0,19,0.1054517696519128,0.1160551972435952,0.0564736475626324
4244,ICE Cobotics,2,1.0,2,1.0,20,0.1354900233057945,0.1050459048650052,0.0590212586499389
4245,ICE Cobotics,2,1.0,2,1.0,21,0.0461636277974292,0.0848258000746033,0.060325033549769
4246,ICE Cobotics,2,1.0,2,1.0,22,0.0106196064569011,0.0604051187410707,0.0606424025951926
4247,ICE Cobotics,2,1.0,2,1.0,23,0.0,0.0410614397981484,0.0609691756841019
4248,ICE Cobotics,2,1.0,3,1.0,0,0.0,0.0223966530687821,0.0611542639966294
4249,ICE Cobotics,2,1.0,3,1.0,1,0.0,0.0107871822875869,0.0611021969756856
4250,ICE Cobotics,2,1.0,3,1.0,2,0.0180718626981917,0.0060539045546062,0.0606633968666052
4251,ICE Cobotics,2,1.0,3,1.0,3,0.0156632113529111,0.0026771435299667,0.0553967278069893
4252,ICE Cobotics,2,1.0,3,1.0,4,0.0132289126513726,0.0020852629229522,0.0490346341167014
4253,ICE Cobotics,2,1.0,3,1.0,5,0.0282064441029714,0.0034496836657509,0.0376537679887371
4254,ICE Cobotics,2,1.0,3,1.0,6,0.0086872455444295,0.00692848644751,0.0264883605304416
4255,ICE Cobotics,2,1.0,3,1.0,7,0.0046999605827403,0.0105236024264905,0.0227206168898645
4256,ICE Cobotics,2,1.0,3,1.0,8,0.0036178833712256,0.0108662610478809,0.0188339265506828
4257,ICE Cobotics,2,1.0,3,1.0,9,0.0039502997997184,0.0126673628875713,0.0197331597630458
4258,ICE Cobotics,2,1.0,3,1.0,10,0.0143229565887786,0.0119831020770995,0.0183634228992116
4259,ICE Cobotics,2,1.0,3,1.0,11,0.0011337374650254,0.0123293717762007,0.0184565987457109
4260,ICE Cobotics,2,1.0,3,1.0,12,0.0071291270542272,0.0240452156869825,0.023998181641239
4261,ICE Cobotics,2,1.0,3,1.0,13,0.0343583830891204,0.0386824502775727,0.029756531579905
4262,ICE Cobotics,2,1.0,3,1.0,14,0.0099048220781301,0.0492141392131922,0.0295573437956579
4263,ICE Cobotics,2,1.0,3,1.0,15,0.0632457822174093,0.0670233886430069,0.032480486491574
4264,ICE Cobotics,2,1.0,3,1.0,16,0.0823746584294746,0.0830087461070469,0.0383616567552697
4265,ICE Cobotics,2,1.0,3,1.0,17,0.1808468685048946,0.1033331111624174,0.0459530779725745
4266,ICE Cobotics,2,1.0,3,1.0,18,0.2128328172573408,0.1145514714949592,0.0528601305918386
4267,ICE Cobotics,2,1.0,3,1.0,19,0.1054517696519128,0.1160551972435952,0.0564736475626324
4268,ICE Cobotics,2,1.0,3,1.0,20,0.1354900233057945,0.1050459048650052,0.0590212586499389
4269,ICE Cobotics,2,1.0,3,1.0,21,0.0461636277974292,0.0848258000746033,0.060325033549769
4270,ICE Cobotics,2,1.0,3,1.0,22,0.0106196064569011,0.0604051187410707,0.0606424025951926
4271,ICE Cobotics,2,1.0,3,1.0,23,0.0,0.0410614397981484,0.0609691756841019
4272,ICE Cobotics,2,1.0,4,1.0,0,0.0,0.0223966530687821,0.0611542639966294
4273,ICE Cobotics,2,1.0,4,1.0,1,0.0,0.0107871822875869,0.0611021969756856
4274,ICE Cobotics,2,1.0,4,1.0,2,0.0180718626981917,0.0060539045546062,0.0606633968666052
4275,ICE Cobotics,2,1.0,4,1.0,3,0.0156632113529111,0.0026771435299667,0.0553967278069893
4276,ICE Cobotics,2,1.0,4,1.0,4,0.0132289126513726,0.0020852629229522,0.0490346341167014
4277,ICE Cobotics,2,1.0,4,1.0,5,0.0282064441029714,0.0034496836657509,0.0376537679887371
4278,ICE Cobotics,2,1.0,4,1.0,6,0.0086872455444295,0.00692848644751,0.0264883605304416
4279,ICE Cobotics,2,1.0,4,1.0,7,0.0046999605827403,0.0105236024264905,0.0227206168898645
4280,ICE Cobotics,2,1.0,4,1.0,8,0.0036178833712256,0.0108662610478809,0.0188339265506828
4281,ICE Cobotics,2,1.0,4,1.0,9,0.0039502997997184,0.0126673628875713,0.0197331597630458
4282,ICE Cobotics,2,1.0,4,1.0,10,0.0143229565887786,0.0119831020770995,0.0183634228992116
4283,ICE Cobotics,2,1.0,4,1.0,11,0.0011337374650254,0.0123293717762007,0.0184565987457109
4284,ICE Cobotics,2,1.0,4,1.0,12,0.0071291270542272,0.0240452156869825,0.023998181641239
4285,ICE Cobotics,2,1.0,4,1.0,13,0.0343583830891204,0.0386824502775727,0.029756531579905
4286,ICE Cobotics,2,1.0,4,1.0,14,0.0099048220781301,0.0492141392131922,0.0295573437956579
4287,ICE Cobotics,2,1.0,4,1.0,15,0.0632457822174093,0.0670233886430069,0.032480486491574
4288,ICE Cobotics,2,1.0,4,1.0,16,0.0823746584294746,0.0830087461070469,0.0383616567552697
4289,ICE Cobotics,2,1.0,4,1.0,17,0.1808468685048946,0.1033331111624174,0.0459530779725745
4290,ICE Cobotics,2,1.0,4,1.0,18,0.2128328172573408,0.1145514714949592,0.0528601305918386
4291,ICE Cobotics,2,1.0,4,1.0,19,0.1054517696519128,0.1160551972435952,0.0564736475626324
4292,ICE Cobotics,2,1.0,4,1.0,20,0.1354900233057945,0.1050459048650052,0.0590212586499389
4293,ICE Cobotics,2,1.0,4,1.0,21,0.0461636277974292,0.0848258000746033,0.060325033549769
4294,ICE Cobotics,2,1.0,4,1.0,22,0.0106196064569011,0.0604051187410707,0.0606424025951926
4295,ICE Cobotics,2,1.0,4,1.0,23,0.0,0.0410614397981484,0.0609691756841019
4296,ICE Cobotics,2,1.0,5,1.0,0,0.0,0.0223966530687821,0.0611542639966294
4297,ICE Cobotics,2,1.0,5,1.0,1,0.0,0.0107871822875869,0.0611021969756856
4298,ICE Cobotics,2,1.0,5,1.0,2,0.0180718626981917,0.0060539045546062,0.0606633968666052
4299,ICE Cobotics,2,1.0,5,1.0,3,0.0156632113529111,0.0026771435299667,0.0553967278069893
4300,ICE Cobotics,2,1.0,5,1.0,4,0.0132289126513726,0.0020852629229522,0.0490346341167014
4301,ICE Cobotics,2,1.0,5,1.0,5,0.0282064441029714,0.0034496836657509,0.0376537679887371
4302,ICE Cobotics,2,1.0,5,1.0,6,0.0086872455444295,0.00692848644751,0.0264883605304416
4303,ICE Cobotics,2,1.0,5,1.0,7,0.0046999605827403,0.0105236024264905,0.0227206168898645
4304,ICE Cobotics,2,1.0,5,1.0,8,0.0036178833712256,0.0108662610478809,0.0188339265506828
4305,ICE Cobotics,2,1.0,5,1.0,9,0.0039502997997184,0.0126673628875713,0.0197331597630458
4306,ICE Cobotics,2,1.0,5,1.0,10,0.0143229565887786,0.0119831020770995,0.0183634228992116
4307,ICE Cobotics,2,1.0,5,1.0,11,0.0011337374650254,0.0123293717762007,0.0184565987457109
4308,ICE Cobotics,2,1.0,5,1.0,12,0.0071291270542272,0.0240452156869825,0.023998181641239
4309,ICE Cobotics,2,1.0,5,1.0,13,0.0343583830891204,0.0386824502775727,0.029756531579905
4310,ICE Cobotics,2,1.0,5,1.0,14,0.0099048220781301,0.0492141392131922,0.0295573437956579
4311,ICE Cobotics,2,1.0,5,1.0,15,0.0632457822174093,0.0670233886430069,0.032480486491574
4312,ICE Cobotics,2,1.0,5,1.0,16,0.0823746584294746,0.0830087461070469,0.0383616567552697
4313,ICE Cobotics,2,1.0,5,1.0,17,0.1808468685048946,0.1033331111624174,0.0459530779725745
4314,ICE Cobotics,2,1.0,5,1.0,18,0.2128328172573408,0.1145514714949592,0.0528601305918386
4315,ICE Cobotics,2,1.0,5,1.0,19,0.1054517696519128,0.1160551972435952,0.0564736475626324
4316,ICE Cobotics,2,1.0,5,1.0,20,0.1354900233057945,0.1050459048650052,0.0590212586499389
4317,ICE Cobotics,2,1.0,5,1.0,21,0.0461636277974292,0.0848258000746033,0.060325033549769
4318,ICE Cobotics,2,1.0,5,1.0,22,0.0106196064569011,0.0604051187410707,0.0606424025951926
4319,ICE Cobotics,2,1.0,5,1.0,23,0.0,0.0410614397981484,0.0609691756841019
4320,ICE Cobotics,2,1.0,6,1.0,0,0.0,0.0223966530687821,0.0611542639966294
4321,ICE Cobotics,2,1.0,6,1.0,1,0.0,0.0107871822875869,0.0611021969756856
4322,ICE Cobotics,2,1.0,6,1.0,2,0.0180718626981917,0.0060539045546062,0.0606633968666052
4323,ICE Cobotics,2,1.0,6,1.0,3,0.0156632113529111,0.0026771435299667,0.0553967278069893
4324,ICE Cobotics,2,1.0,6,1.0,4,0.0132289126513726,0.0020852629229522,0.0490346341167014
4325,ICE Cobotics,2,1.0,6,1.0,5,0.0282064441029714,0.0034496836657509,0.0376537679887371
4326,ICE Cobotics,2,1.0,6,1.0,6,0.0086872455444295,0.00692848644751,0.0264883605304416
4327,ICE Cobotics,2,1.0,6,1.0,7,0.0046999605827403,0.0105236024264905,0.0227206168898645
4328,ICE Cobotics,2,1.0,6,1.0,8,0.0036178833712256,0.0108662610478809,0.0188339265506828
4329,ICE Cobotics,2,1.0,6,1.0,9,0.0039502997997184,0.0126673628875713,0.0197331597630458
4330,ICE Cobotics,2,1.0,6,1.0,10,0.0143229565887786,0.0119831020770995,0.0183634228992116
4331,ICE Cobotics,2,1.0,6,1.0,11,0.0011337374650254,0.0123293717762007,0.0184565987457109
4332,ICE Cobotics,2,1.0,6,1.0,12,0.0071291270542272,0.0240452156869825,0.023998181641239
4333,ICE Cobotics,2,1.0,6,1.0,13,0.0343583830891204,0.0386824502775727,0.029756531579905
4334,ICE Cobotics,2,1.0,6,1.0,14,0.0099048220781301,0.0492141392131922,0.0295573437956579
4335,ICE Cobotics,2,1.0,6,1.0,15,0.0632457822174093,0.0670233886430069,0.032480486491574
4336,ICE Cobotics,2,1.0,6,1.0,16,0.0823746584294746,0.0830087461070469,0.0383616567552697
4337,ICE Cobotics,2,1.0,6,1.0,17,0.1808468685048946,0.1033331111624174,0.0459530779725745
4338,ICE Cobotics,2,1.0,6,1.0,18,0.2128328172573408,0.1145514714949592,0.0528601305918386
4339,ICE Cobotics,2,1.0,6,1.0,19,0.1054517696519128,0.1160551972435952,0.0564736475626324
4340,ICE Cobotics,2,1.0,6,1.0,20,0.1354900233057945,0.1050459048650052,0.0590212586499389
4341,ICE Cobotics,2,1.0,6,1.0,21,0.0461636277974292,0.0848258000746033,0.060325033549769
4342,ICE Cobotics,2,1.0,6,1.0,22,0.0106196064569011,0.0604051187410707,0.0606424025951926
4343,ICE Cobotics,2,1.0,6,1.0,23,0.0,0.0410614397981484,0.0609691756841019
4344,ICE Cobotics,2,1.0,7,1.0,0,0.0,0.0223966530687821,0.0611542639966294
4345,ICE Cobotics,2,1.0,7,1.0,1,0.0,0.0107871822875869,0.0611021969756856
4346,ICE Cobotics,2,1.0,7,1.0,2,0.0180718626981917,0.0060539045546062,0.0606633968666052
4347,ICE Cobotics,2,1.0,7,1.0,3,0.0156632113529111,0.0026771435299667,0.0553967278069893
4348,ICE Cobotics,2,1.0,7,1.0,4,0.0132289126513726,0.0020852629229522,0.0490346341167014
4349,ICE Cobotics,2,1.0,7,1.0,5,0.0282064441029714,0.0034496836657509,0.0376537679887371
4350,ICE Cobotics,2,1.0,7,1.0,6,0.0086872455444295,0.00692848644751,0.0264883605304416
4351,ICE Cobotics,2,1.0,7,1.0,7,0.0046999605827403,0.0105236024264905,0.0227206168898645
4352,ICE Cobotics,2,1.0,7,1.0,8,0.0036178833712256,0.0108662610478809,0.0188339265506828
4353,ICE Cobotics,2,1.0,7,1.0,9,0.0039502997997184,0.0126673628875713,0.0197331597630458
4354,ICE Cobotics,2,1.0,7,1.0,10,0.0143229565887786,0.0119831020770995,0.0183634228992116
4355,ICE Cobotics,2,1.0,7,1.0,11,0.0011337374650254,0.0123293717762007,0.0184565987457109
4356,ICE Cobotics,2,1.0,7,1.0,12,0.0071291270542272,0.0240452156869825,0.023998181641239
4357,ICE Cobotics,2,1.0,7,1.0,13,0.0343583830891204,0.0386824502775727,0.029756531579905
4358,ICE Cobotics,2,1.0,7,1.0,14,0.0099048220781301,0.0492141392131922,0.0295573437956579
4359,ICE Cobotics,2,1.0,7,1.0,15,0.0632457822174093,0.0670233886430069,0.032480486491574
4360,ICE Cobotics,2,1.0,7,1.0,16,0.0823746584294746,0.0830087461070469,0.0383616567552697
4361,ICE Cobotics,2,1.0,7,1.0,17,0.1808468685048946,0.1033331111624174,0.0459530779725745
4362,ICE Cobotics,2,1.0,7,1.0,18,0.2128328172573408,0.1145514714949592,0.0528601305918386
4363,ICE Cobotics,2,1.0,7,1.0,19,0.1054517696519128,0.1160551972435952,0.0564736475626324
4364,ICE Cobotics,2,1.0,7,1.0,20,0.1354900233057945,0.1050459048650052,0.0590212586499389
4365,ICE Cobotics,2,1.0,7,1.0,21,0.0461636277974292,0.0848258000746033,0.060325033549769
4366,ICE Cobotics,2,1.0,7,1.0,22,0.0106196064569011,0.0604051187410707,0.0606424025951926
4367,ICE Cobotics,2,1.0,7,1.0,23,0.0,0.0410614397981484,0.0609691756841019
4368,ICE Cobotics,3,1.0,1,1.0,0,0.0,0.0223966530687821,0.0611542639966294
4369,ICE Cobotics,3,1.0,1,1.0,1,0.0,0.0107871822875869,0.0611021969756856
4370,ICE Cobotics,3,1.0,1,1.0,2,0.0180718626981917,0.0060539045546062,0.0606633968666052
4371,ICE Cobotics,3,1.0,1,1.0,3,0.0156632113529111,0.0026771435299667,0.0553967278069893
4372,ICE Cobotics,3,1.0,1,1.0,4,0.0132289126513726,0.0020852629229522,0.0490346341167014
4373,ICE Cobotics,3,1.0,1,1.0,5,0.0282064441029714,0.0034496836657509,0.0376537679887371
4374,ICE Cobotics,3,1.0,1,1.0,6,0.0086872455444295,0.00692848644751,0.0264883605304416
4375,ICE Cobotics,3,1.0,1,1.0,7,0.0046999605827403,0.0105236024264905,0.0227206168898645
4376,ICE Cobotics,3,1.0,1,1.0,8,0.0036178833712256,0.0108662610478809,0.0188339265506828
4377,ICE Cobotics,3,1.0,1,1.0,9,0.0039502997997184,0.0126673628875713,0.0197331597630458
4378,ICE Cobotics,3,1.0,1,1.0,10,0.0143229565887786,0.0119831020770995,0.0183634228992116
4379,ICE Cobotics,3,1.0,1,1.0,11,0.0011337374650254,0.0123293717762007,0.0184565987457109
4380,ICE Cobotics,3,1.0,1,1.0,12,0.0071291270542272,0.0240452156869825,0.023998181641239
4381,ICE Cobotics,3,1.0,1,1.0,13,0.0343583830891204,0.0386824502775727,0.029756531579905
4382,ICE Cobotics,3,1.0,1,1.0,14,0.0099048220781301,0.0492141392131922,0.0295573437956579
4383,ICE Cobotics,3,1.0,1,1.0,15,0.0632457822174093,0.0670233886430069,0.032480486491574
4384,ICE Cobotics,3,1.0,1,1.0,16,0.0823746584294746,0.0830087461070469,0.0383616567552697
4385,ICE Cobotics,3,1.0,1,1.0,17,0.1808468685048946,0.1033331111624174,0.0459530779725745
4386,ICE Cobotics,3,1.0,1,1.0,18,0.2128328172573408,0.1145514714949592,0.0528601305918386
4387,ICE Cobotics,3,1.0,1,1.0,19,0.1054517696519128,0.1160551972435952,0.0564736475626324
4388,ICE Cobotics,3,1.0,1,1.0,20,0.1354900233057945,0.1050459048650052,0.0590212586499389
4389,ICE Cobotics,3,1.0,1,1.0,21,0.0461636277974292,0.0848258000746033,0.060325033549769
4390,ICE Cobotics,3,1.0,1,1.0,22,0.0106196064569011,0.0604051187410707,0.0606424025951926
4391,ICE Cobotics,3,1.0,1,1.0,23,0.0,0.0410614397981484,0.0609691756841019
4392,ICE Cobotics,3,1.0,2,1.0,0,0.0,0.0223966530687821,0.0611542639966294
4393,ICE Cobotics,3,1.0,2,1.0,1,0.0,0.0107871822875869,0.0611021969756856
4394,ICE Cobotics,3,1.0,2,1.0,2,0.0180718626981917,0.0060539045546062,0.0606633968666052
4395,ICE Cobotics,3,1.0,2,1.0,3,0.0156632113529111,0.0026771435299667,0.0553967278069893
4396,ICE Cobotics,3,1.0,2,1.0,4,0.0132289126513726,0.0020852629229522,0.0490346341167014
4397,ICE Cobotics,3,1.0,2,1.0,5,0.0282064441029714,0.0034496836657509,0.0376537679887371
4398,ICE Cobotics,3,1.0,2,1.0,6,0.0086872455444295,0.00692848644751,0.0264883605304416
4399,ICE Cobotics,3,1.0,2,1.0,7,0.0046999605827403,0.0105236024264905,0.0227206168898645
4400,ICE Cobotics,3,1.0,2,1.0,8,0.0036178833712256,0.0108662610478809,0.0188339265506828
4401,ICE Cobotics,3,1.0,2,1.0,9,0.0039502997997184,0.0126673628875713,0.0197331597630458
4402,ICE Cobotics,3,1.0,2,1.0,10,0.0143229565887786,0.0119831020770995,0.0183634228992116
4403,ICE Cobotics,3,1.0,2,1.0,11,0.0011337374650254,0.0123293717762007,0.0184565987457109
4404,ICE Cobotics,3,1.0,2,1.0,12,0.0071291270542272,0.0240452156869825,0.023998181641239
4405,ICE Cobotics,3,1.0,2,1.0,13,0.0343583830891204,0.0386824502775727,0.029756531579905
4406,ICE Cobotics,3,1.0,2,1.0,14,0.0099048220781301,0.0492141392131922,0.0295573437956579
4407,ICE Cobotics,3,1.0,2,1.0,15,0.0632457822174093,0.0670233886430069,0.032480486491574
4408,ICE Cobotics,3,1.0,2,1.0,16,0.0823746584294746,0.0830087461070469,0.0383616567552697
4409,ICE Cobotics,3,1.0,2,1.0,17,0.1808468685048946,0.1033331111624174,0.0459530779725745
4410,ICE Cobotics,3,1.0,2,1.0,18,0.2128328172573408,0.1145514714949592,0.0528601305918386
4411,ICE Cobotics,3,1.0,2,1.0,19,0.1054517696519128,0.1160551972435952,0.0564736475626324
4412,ICE Cobotics,3,1.0,2,1.0,20,0.1354900233057945,0.1050459048650052,0.0590212586499389
4413,ICE Cobotics,3,1.0,2,1.0,21,0.0461636277974292,0.0848258000746033,0.060325033549769
4414,ICE Cobotics,3,1.0,2,1.0,22,0.0106196064569011,0.0604051187410707,0.0606424025951926
4415,ICE Cobotics,3,1.0,2,1.0,23,0.0,0.0410614397981484,0.0609691756841019
4416,ICE Cobotics,3,1.0,3,1.0,0,0.0,0.0223966530687821,0.0611542639966294
4417,ICE Cobotics,3,1.0,3,1.0,1,0.0,0.0107871822875869,0.0611021969756856
4418,ICE Cobotics,3,1.0,3,1.0,2,0.0180718626981917,0.0060539045546062,0.0606633968666052
4419,ICE Cobotics,3,1.0,3,1.0,3,0.0156632113529111,0.0026771435299667,0.0553967278069893
4420,ICE Cobotics,3,1.0,3,1.0,4,0.0132289126513726,0.0020852629229522,0.0490346341167014
4421,ICE Cobotics,3,1.0,3,1.0,5,0.0282064441029714,0.0034496836657509,0.0376537679887371
4422,ICE Cobotics,3,1.0,3,1.0,6,0.0086872455444295,0.00692848644751,0.0264883605304416
4423,ICE Cobotics,3,1.0,3,1.0,7,0.0046999605827403,0.0105236024264905,0.0227206168898645
4424,ICE Cobotics,3,1.0,3,1.0,8,0.0036178833712256,0.0108662610478809,0.0188339265506828
4425,ICE Cobotics,3,1.0,3,1.0,9,0.0039502997997184,0.0126673628875713,0.0197331597630458
4426,ICE Cobotics,3,1.0,3,1.0,10,0.0143229565887786,0.0119831020770995,0.0183634228992116
4427,ICE Cobotics,3,1.0,3,1.0,11,0.0011337374650254,0.0123293717762007,0.0184565987457109
4428,ICE Cobotics,3,1.0,3,1.0,12,0.0071291270542272,0.0240452156869825,0.023998181641239
4429,ICE Cobotics,3,1.0,3,1.0,13,0.0343583830891204,0.0386824502775727,0.029756531579905
4430,ICE Cobotics,3,1.0,3,1.0,14,0.0099048220781301,0.0492141392131922,0.0295573437956579
4431,ICE Cobotics,3,1.0,3,1.0,15,0.0632457822174093,0.0670233886430069,0.032480486491574
4432,ICE Cobotics,3,1.0,3,1.0,16,0.0823746584294746,0.0830087461070469,0.0383616567552697
4433,ICE Cobotics,3,1.0,3,1.0,17,0.1808468685048946,0.1033331111624174,0.0459530779725745
4434,ICE Cobotics,3,1.0,3,1.0,18,0.2128328172573408,0.1145514714949592,0.0528601305918386
